index,x point,y point
308,52.0188393,83.06229815
309,211.430131,-68.34111172
310,282.3838529,-50.61198087
311,513.9560686,264.3695859
312,243.661307,169.9541395
313,242.328586,196.1585934
314,513.4638345,403.312932
315,519.5925622,267.8737859
316,475.4493611,278.5721555
317,792.8052558,516.1444668
318,931.3317852,604.9630814
319,839.8995269,582.9580175
320,66.92238584,-143.4193143
321,1342.973098,1368.195476
322,18.11968334,97.8678947
323,1169.549467,1197.593666
324,125.4547328,171.3184435
325,1823.03812,1323.812564
326,11.06133661,468.6548372
327,1397.880327,1006.854365
328,195.1536101,-9.455540396
329,1682.044936,1326.351791
330,189.292826,310.3593622
331,1347.166813,1262.4711
332,317.0918125,200.2416461
333,1300.379215,1325.832091
334,-36.67253868,33.62462374
335,1444.159578,1501.199827
336,198.7957862,215.9927287
337,1728.870736,867.2012568
338,99.62259706,163.8264951
339,1449.380371,994.510608
340,643.2946431,-29.04377715
341,1835.107328,1398.916555
342,227.6338299,116.9787696
343,1738.400185,1089.530899
344,15.21414002,319.0170545
345,1592.538717,1436.721084
346,130.1155157,-246.3467477
347,1750.627442,1164.965318
348,2.191237087,158.4954197
349,1644.371607,1258.536883
350,119.2853922,-62.69984822
351,1636.102904,995.6396109
352,799.7119965,545.4765442
353,818.6865773,566.8819371
354,771.3744961,532.42428
355,742.4629272,505.2042556
356,815.5016435,567.8136072
357,765.8279688,526.4531116
358,773.4439535,527.6791038
359,756.9001485,513.4788247
360,770.1137107,533.3313156
361,799.6038613,582.8375227
362,751.9098076,511.8594723
363,868.4670928,572.8663253
364,750.8295516,514.2487882
365,820.5540074,566.3547044
366,818.8047835,583.2745719
367,835.5907761,554.1301319
368,749.5517304,512.350722
369,788.324728,531.3871477
370,740.5599376,504.475098
371,768.4720544,521.1734991
372,797.001774,541.1421904
373,798.8065425,550.6133444
374,788.1589022,554.9174946
375,849.8323529,600.3110735
376,762.2539546,513.8825274
377,786.135935,550.2364838
378,784.4296734,548.6065164
379,746.1989142,511.0409712
380,775.2508429,531.9448902
381,780.0136987,559.3080949
382,810.4196541,541.1378824
383,811.9770786,558.7407169
384,868.448168,573.453494
385,1105.255866,776.5604743
386,988.629571,752.3995734
387,1003.208293,821.5835789
388,1398.509753,949.1962221
389,1203.328851,973.2369277
390,1300.434529,1225.624543
391,1520.544942,1017.93107
392,1373.148193,1037.512389
393,1766.938859,850.2243795
394,1375.181745,1097.63719
395,1366.581273,1384.374879
396,1364.345682,1065.813367
397,1923.637395,1467.491997
398,1426.854261,1611.972015
399,1691.419283,1312.687124
400,1242.617229,1506.084674
401,1775.237988,1731.425516
402,2475.950138,1470.779093
403,1397.657558,955.7174998
404,1591.830455,1641.135639
405,2142.567747,1102.463668
406,2140.700576,1560.606819
407,2109.040971,1736.390329
408,1859.96948,1772.564948
409,2449.185794,1467.450567
410,1733.207978,1398.827456
411,2114.969663,1977.595077
412,2385.000266,1687.774368
413,2771.531984,2660.976221
414,3328.461636,2625.276086
415,2602.202633,2988.682931
416,746.6767364,501.1104994
417,639.5942791,474.6701237
418,749.316776,418.3195464
419,714.586101,598.1393952
420,669.3944176,530.7927235
421,548.4467864,414.5571678
422,648.8299321,338.9303817
423,718.6896117,609.261489
424,474.8242078,281.3410248
425,623.0037458,216.4343062
426,664.4722656,564.5069026
427,598.687714,378.3550663
428,215.4902288,280.5459419
429,17.15147419,133.4183808
430,69.69652356,72.57868071
431,-204.3053672,-111.5121454
432,-426.2413919,-542.6999209
433,-599.9695935,-210.7295164
434,-55.98617233,-179.634064
435,-798.8891984,-119.5005207
436,-378.8270457,-341.1613753
437,-325.326867,57.85069325
438,575.5174747,-524.8047016
439,-187.3578845,112.2370128
440,230.5184645,-592.0892627
441,-1189.156645,48.90881386
442,-1033.370049,-237.2249918
443,204.4251146,-1262.52332
444,-1209.984029,-1157.607123
445,27.51339635,-770.0853933
446,-574.569439,-966.9132135
447,-1415.902563,-1127.75988
448,1085.095345,776.5246009
449,899.6472264,630.1250457
450,1060.110125,756.800351
451,885.8521981,619.2347438
452,877.5171797,612.6547741
453,839.9301128,582.9821632
454,901.3598535,631.4770564
455,955.5782763,674.2790706
456,884.2865476,617.9987618
457,1048.25157,747.4387716
458,961.0370433,678.5884217
459,742.6109517,506.1548434
460,916.442877,643.3841491
461,842.0711964,584.6724131
462,887.2665,620.3512456
463,1659.358633,1278.759366
464,982.6723172,695.6681014
465,1656.436551,848.6546393
466,1612.011491,1319.432694
467,2012.515851,1316.157072
468,1896.299966,1557.836904
469,1727.741603,1006.112235
470,1528.439178,1254.883355
471,1370.860681,995.0293517
472,1229.233678,1138.636982
473,1464.046696,1044.487489
474,1748.601773,1165.179765
475,1431.693581,1183.692552
476,1782.678173,1235.694045
477,1179.47091,1050.476553
478,1975.949278,1240.425949
479,2028.993881,1525.277284
480,1040.687971,741.4677894
481,944.086038,665.2066756
482,988.7524094,700.4679496
483,945.544023,666.3576625
484,906.7221141,635.7102219
485,787.9943801,541.9821884
486,744.4816889,507.6316721
487,1090.192881,780.5487833
488,1032.505756,735.0084479
489,1074.025536,767.785687
490,-182.3597291,-82.4772841
491,1035.329377,737.2375183
492,1049.349366,748.3054124
493,895.4579349,626.8178652
494,85.29201275,167.7399983
495,1032.841433,735.2734437
496,1022.185713,726.8614271
497,962.1273958,679.449186
498,-189.4335585,-148.5648389
499,435.2359971,251.0958517
500,388.4714707,335.3516276
501,121.8338782,201.5954522
502,-11.67751526,194.2239254
503,248.3649677,228.3549239
504,123.5473791,-123.0404302
505,94.90811837,-315.2735201
506,463.0673321,-162.6710095
507,208.4136854,-92.48920184
508,284.520628,228.4177615
509,-60.18664524,2.768500787
510,295.8768414,64.80301496
511,-1.74456858,-187.4977689
512,1253.086961,291.2265744
513,1240.301018,288.9142756
514,1291.905675,298.24682
515,1154.310501,273.3631539
516,1182.878545,278.5295971
517,1262.620126,292.950618
518,1165.083268,275.3113757
519,1187.35607,279.3393439
520,1160.760486,274.5296139
521,1245.126904,289.7870223
522,1241.989162,289.2195714
523,1271.60735,294.5759301
524,1159.072484,274.2243438
525,1291.748321,298.2183629
526,1274.272918,295.0579898
527,1186.634229,279.208801
528,1153.816798,273.2738692
529,1189.43212,279.7147911
530,1268.904476,294.0871234
531,1270.15514,294.3133023
532,1177.711202,277.5950989
533,1176.254707,277.3316963
534,1206.795316,282.8548719
535,1173.13494,276.767496
536,1124.677947,268.0041971
537,1204.777226,282.4899066
538,1171.74355,276.5158674
539,1233.553667,287.6940379
540,1245.077219,289.7780371
541,1123.272973,267.7501119
542,1245.112473,289.7844126
543,1231.758084,287.3693122
544,1298.374288,300.8224963
545,1368.422274,313.9404582
546,1433.718718,321.905439
547,1509.733316,344.3713935
548,1472.78496,328.4500677
549,1580.615145,348.6139938
550,1629.871186,343.8514496
551,1493.354556,332.4908904
552,1595.455761,374.6183701
553,1552.945056,361.6084138
554,1618.606866,363.9042428
555,1544.389309,336.8148972
556,1416.917776,310.9582387
557,1378.126691,316.8292147
558,1220.15174,288.4908341
559,1213.114251,283.9976321
560,1112.657504,268.0931159
561,1055.530043,246.8907134
562,955.8299669,246.1324511
563,906.7250175,220.7688956
564,971.6969581,222.3828379
565,863.9480069,222.3316901
566,882.982927,207.9692216
567,831.2975919,204.4940358
568,738.5918463,194.4523459
569,884.2976618,232.9894258
570,992.171604,223.773684
571,1037.35943,258.6441649
572,922.3119528,243.8937955
573,950.8761391,237.7839721
574,1137.543891,270.105457
575,1209.886122,283.4138348
576,581.1159878,182.2197798
577,1455.350267,324.5361127
578,832.0728136,236.4869166
579,1478.5534,328.7437779
580,773.5987627,207.6619527
581,1564.63317,320.3039879
582,836.4507885,218.9563557
583,1726.128454,338.8843773
584,897.7345668,184.1010336
585,1598.292258,356.8082655
586,789.13385,218.6216932
587,1394.288834,346.6415175
588,815.075099,204.514285
589,1748.704245,322.466616
590,973.5331516,209.7093906
591,1726.231961,355.7978007
592,905.2269501,222.0428698
593,1605.038123,315.0709221
594,1083.471068,236.3365869
595,1535.603948,369.8825078
596,1036.801594,249.9205938
597,1429.225924,319.9115122
598,897.750011,239.5243644
599,1767.643392,339.8466335
600,693.1245332,202.057243
601,1468.497529,357.6518178
602,1003.637027,188.2945372
603,1809.91452,387.8520615
604,926.1949849,232.5701399
605,1405.550139,358.929383
606,588.8695254,184.0325441
607,1795.526922,331.1388444
608,1111.081308,265.6170448
609,1143.591492,270.4662367
610,1154.550403,276.1417335
611,1160.116442,276.5937607
612,1167.095299,272.8319821
613,1149.064353,271.6244137
614,1164.964166,275.4150049
615,1180.355204,276.1099543
616,1138.145315,272.5208703
617,1151.773495,271.0992451
618,1154.566105,271.9450474
619,1121.867977,267.5976934
620,1128.484234,268.2387529
621,1152.504664,275.1643747
622,1140.763171,270.1926031
623,1171.269819,272.7496597
624,1133.394436,269.5099334
625,1153.532646,270.7424311
626,1139.340676,268.7096023
627,1161.561541,272.9736972
628,1138.503403,270.3111793
629,1133.100936,269.67768
630,1160.791696,275.1255493
631,1154.028506,274.2305697
632,1147.508715,273.5638647
633,1116.962709,266.4511471
634,1125.229271,268.5769594
635,1148.081827,272.3998997
636,1115.526708,265.9827237
637,1140.682771,271.2075837
638,1117.411182,266.570046
639,1145.486629,274.530974
640,1222.252907,288.1488655
641,1283.699443,297.2275913
642,1321.073938,297.4324688
643,1326.065514,296.5408157
644,1323.597419,302.5256069
645,1363.098734,291.5297511
646,1270.69605,313.004176
647,1376.925971,321.9164025
648,1460.318099,301.1149451
649,1350.582651,326.4927606
650,1355.25272,291.4447027
651,1700.793066,338.3303849
652,1670.180989,343.5572229
653,1523.842145,345.6940009
654,1758.19491,381.5301883
655,1579.128859,365.7672317
656,1405.63503,344.8940784
657,1966.439518,359.8962859
658,1966.791835,325.6598958
659,1942.099985,421.7493259
660,1880.597562,455.3895056
661,2168.619327,365.5523269
662,1520.394049,438.7094036
663,1572.915955,374.2746657
664,1827.933191,474.1613197
665,1809.335197,384.5780163
666,2103.53364,467.1100992
667,2031.362384,411.2737828
668,2147.501196,352.6152194
669,2543.419071,349.879677
670,2464.831785,535.8562552
671,1985.054557,484.6940294
672,1159.813441,275.7405871
673,1208.294458,279.9766356
674,1067.24779,243.1756798
675,1107.476932,267.7284345
676,1105.936732,274.7262484
677,1020.363224,275.3418181
678,1046.139955,230.3925323
679,900.7196528,254.0329765
680,1035.385289,216.477263
681,1098.402131,246.9033639
682,902.1456797,244.6302516
683,885.6569066,249.3083636
684,702.4134033,209.8985432
685,813.0964381,218.7524013
686,928.0459502,168.7809742
687,1009.527956,222.2239844
688,700.4635293,198.5661917
689,529.5109736,162.7798269
690,771.030529,167.9186546
691,360.5292544,238.8249015
692,475.4371431,127.1348679
693,367.1562372,201.7155471
694,984.7232589,195.1692738
695,731.987009,189.57463
696,260.4802351,96.43526982
697,917.0990137,252.4313589
698,720.6357805,78.08259264
699,298.9051407,60.44135034
700,716.3962818,179.7864558
701,152.6231126,194.9685454
702,780.8828524,183.3540171
703,-184.0070362,130.1069552
704,1225.462859,286.23084
705,1111.1373,265.5554125
706,1181.667875,278.3106513
707,1209.792088,283.3968291
708,1146.949692,272.031974
709,1237.182042,288.3502185
710,1259.549946,292.3953854
711,1244.294092,289.636411
712,1207.787366,283.0342813
713,1279.240026,295.9562761
714,1275.929636,295.3576022
715,1589.933032,335.4558589
716,1154.493817,273.3963059
717,1540.229171,380.092504
718,1247.290123,290.178234
719,1420.735005,315.3187894
720,1215.23206,284.3806314
721,1522.197579,351.7087697
722,1609.880459,383.6034642
723,1652.557515,326.560002
724,1585.367061,352.2359478
725,1749.465914,341.1799877
726,1438.991576,312.2141174
727,1427.798788,323.8036259
728,1450.432499,364.4970506
729,1668.254816,372.1199406
730,1323.728853,354.8808894
731,1418.894069,349.2195846
732,1530.68751,359.7239971
733,1432.979069,367.9156653
734,1553.950351,353.3133672
735,1698.314096,308.3616516
736,1151.791824,272.9076589
737,1247.924506,290.2929601
738,1154.509431,273.3991297
739,1275.687437,295.3138012
740,1256.227228,291.794482
741,1187.588761,279.3814253
742,1119.303028,267.0321596
743,1270.080746,294.2998483
744,1133.158778,269.5379295
745,1168.221143,275.8788509
746,1120.739174,267.2918821
747,1206.423979,282.7877168
748,1160.933385,274.5608822
749,1281.959529,296.4480898
750,1187.587538,279.3812042
751,891.5533613,243.1052279
752,625.2049686,186.5185979
753,920.1549092,208.9591166
754,852.5889729,190.2434809
755,812.3007545,220.1449266
756,707.8189687,229.0877522
757,918.7871876,214.6715638
758,815.8116984,186.2080924
759,936.4562091,200.3194317
760,887.5030854,219.7013962
761,883.158893,198.5890587
762,714.3337401,183.2015632
763,899.8974738,175.1396952
764,865.0398496,223.7059949
765,765.7775373,218.8397356
766,795.8954452,242.8411129
767,691.5186136,186.8979769
768,991.6161817,416.9958311
769,1095.602078,506.8572237
770,1040.049853,458.8507101
771,1015.69097,437.8005181
772,1008.021625,431.1729071
773,1130.959249,537.4117968
774,1173.61505,574.2736193
775,981.2949943,408.0765804
776,1009.921902,432.8150679
777,1177.627702,577.7412291
778,1016.275002,438.3052205
779,1008.809702,431.8539392
780,1075.691051,489.6507309
781,1189.059328,587.6200861
782,1013.380201,435.8036224
783,1103.226985,513.4464319
784,1061.931142,477.7598432
785,1005.548314,429.0355482
786,1151.321159,555.0079287
787,1124.729206,532.0279861
788,1024.131029,445.0941552
789,1103.4894,513.6732036
790,1166.957387,568.5202731
791,1112.41816,521.3891616
792,1111.074522,520.2280305
793,1095.692302,506.9351928
794,1167.806778,569.2542904
795,1138.634092,544.0441583
796,1046.687477,464.5867393
797,1068.539009,483.4701574
798,1024.970347,445.8194681
799,1092.247457,503.9582639
800,1228.156361,592.0714127
801,1251.889653,583.1420053
802,1381.003841,794.8592444
803,1482.043928,786.9556328
804,1459.630756,813.75821
805,1459.392344,807.4079169
806,1489.728489,965.9068039
807,1514.48899,866.4663954
808,1421.76102,738.3488078
809,1496.892206,755.7565154
810,1464.977705,867.3391852
811,1404.387269,700.1076217
812,1345.972262,690.461609
813,1260.099999,674.6143757
814,1233.005069,637.9813626
815,1004.06904,427.7572061
816,1085.986669,502.6466447
817,845.7188231,328.5661208
818,960.3649405,333.4448626
819,749.4084453,291.446446
820,803.4631309,186.7698989
821,542.1882268,-1.13352679
822,777.8627905,252.4980134
823,509.7488005,155.2524766
824,513.6772604,19.92213029
825,519.1785304,90.82590099
826,711.3707292,173.2245869
827,685.6470777,111.5701457
828,660.5253579,140.8571924
829,953.0027867,368.4657061
830,999.4964718,394.9170128
831,1155.727582,558.8158229
832,457.3128795,-113.713018
833,1766.91767,850.2085811
834,516.1714676,212.4117147
835,1566.843162,963.204752
836,472.4901908,311.5295303
837,1725.789861,677.0677826
838,787.2557323,307.6267195
839,1564.233585,779.1411169
840,331.6672129,15.79088048
841,1811.247171,857.8356992
842,552.4480469,128.2033454
843,1291.167694,859.4102264
844,870.8973534,103.5940219
845,1471.625094,905.3091906
846,567.0232759,10.37115402
847,1697.373083,813.2241476
848,496.3264865,132.5811552
849,1548.188379,683.4350581
850,885.6771394,244.0796924
851,1499.71667,1049.125872
852,694.1296831,-8.916491916
853,1329.214209,749.8775952
854,646.3704414,264.9332977
855,1543.756162,774.2988882
856,698.1775354,157.4030461
857,1756.658878,1091.849014
858,767.038407,300.9181475
859,1383.201164,772.6723535
860,741.8357398,45.24849335
861,1605.899493,913.4376893
862,519.7728179,230.7098638
863,1542.06743,974.7517329
864,1010.848009,414.6019588
865,968.3908225,397.4929874
866,1009.071294,441.9950762
867,983.1970975,412.2502594
868,969.8044965,400.2408048
869,984.5993866,420.5051392
870,983.0643268,410.1330102
871,986.9674706,413.8231542
872,1043.033752,452.8016644
873,971.8147691,398.5316256
874,1034.54998,442.115894
875,1009.488323,444.0566396
876,1000.852395,417.7645016
877,964.2895674,393.5696979
878,986.0692232,414.3119562
879,964.8517214,393.6874107
880,985.5586287,410.9867351
881,1018.433303,423.857889
882,993.9148254,431.0737633
883,1014.344108,433.3835229
884,998.233654,416.8984585
885,1002.59807,424.1789544
886,981.8517464,408.6610647
887,984.8449952,412.2685901
888,1007.94702,427.3498946
889,1006.047308,415.1648938
890,984.5119481,408.0515386
891,1003.190107,422.4221992
892,1014.095813,453.7188764
893,974.9575157,402.7069141
894,1010.224416,429.4823729
895,1040.286195,429.7714893
896,1079.282963,505.9977318
897,1058.90124,482.3510453
898,1192.803877,580.6076747
899,1234.768187,542.9887207
900,1358.18891,724.3553067
901,1207.925224,612.1699113
902,1252.908827,739.4821032
903,1529.386179,908.3745467
904,1473.135297,977.2221239
905,1339.92643,719.8358665
906,1514.139081,705.7733414
907,1425.163234,914.2820873
908,1672.451364,1074.997298
909,1818.473362,841.6486679
910,1266.695377,1117.352092
911,1420.255591,1261.770006
912,1587.729718,1252.965469
913,1303.146903,1246.806946
914,2018.56664,920.771868
915,1495.748709,764.3492968
916,2222.677722,1027.350857
917,1759.691423,1241.164263
918,1818.898984,821.1965929
919,1961.113684,1181.059051
920,2318.662799,1384.732067
921,1839.172395,1591.789425
922,1781.499461,1636.594603
923,1672.109612,1802.739751
924,2454.555791,1585.91613
925,1742.593287,1815.757245
926,2464.631793,1082.933828
927,1528.613849,854.9030889
928,1098.720608,518.630289
929,1080.914657,477.724251
930,940.8073521,371.9668832
931,946.189418,265.8271309
932,881.7897158,335.283683
933,771.3501977,296.2423769
934,912.2943866,303.5042318
935,945.3345883,93.13727488
936,735.7130394,299.9791404
937,572.485186,228.0828917
938,567.7897168,30.90101844
939,602.9985557,46.21136511
940,271.5056371,88.1750306
941,739.9354102,178.2193128
942,917.8001814,21.5010306
943,133.2268667,-322.2918505
944,616.0454517,-16.36421671
945,471.388359,-283.97788
946,791.3898715,-317.5727609
947,274.7340688,-104.1897139
948,275.453033,-464.9634963
949,477.7399474,44.95019889
950,51.09614614,220.1017871
951,598.0343371,-351.6897161
952,335.243625,73.07023405
953,-266.8117492,218.9765836
954,400.1541014,-408.0810199
955,764.9534138,-317.2661606
956,588.1291201,19.64568595
957,493.3744125,-960.5764756
958,726.0093835,247.5308278
959,65.79841243,-274.2990251
960,988.7002708,414.4759911
961,1072.083329,486.5330488
962,999.1070965,423.4692477
963,1074.796127,488.8773647
964,1013.945665,436.2922791
965,1079.848306,493.2433019
966,1139.726422,544.9881161
967,1113.184732,522.0516088
968,1017.406063,439.2826479
969,1136.332319,542.0550372
970,1786.801602,1003.714586
971,973.4794249,401.3226072
972,1365.484487,897.4716694
973,968.1106492,396.6830775
974,1146.835408,551.1314812
975,1158.543611,561.2493479
976,1338.311738,646.1746014
977,971.1729133,399.3293913
978,1071.876763,486.3545408
979,1346.253768,845.8508697
980,1534.436024,900.8263338
981,1433.890027,949.9379333
982,1338.75777,819.0227089
983,1537.48305,832.077565
984,1600.454489,905.2780295
985,1569.933927,867.5294677
986,1592.841296,1021.464584
987,1595.538774,931.7515881
988,1541.220569,958.9139901
989,1454.869472,752.4123075
990,1617.890647,966.4022595
991,1614.866105,828.9964766
992,1080.005484,493.3791299
993,992.5640087,417.8149138
994,964.803101,393.8247968
995,1041.580385,460.1733487
996,1035.794207,455.1731131
997,1179.145549,579.0529054
998,1100.438089,511.0363551
999,1123.010909,530.5430866
1000,965.1671532,394.1393993
1001,970.6634311,398.8891126
1002,703.3419611,7.253853261
